id,observed_on,time_observed_at,time_zone,out_of_range,description,captive_cultivated,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
13680596,2018-06-22,2018-06-22 21:16:49 UTC,Central Time (US & Canada),,"Confirming my suspicion that my clay soil is why I can't grow lupins, these are growing on pure sand.",false,"Manchester, WI 54615, USA",44.24662164,-90.73600845,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13688076,2018-06-16,2018-06-16 22:40:00 UTC,Hawaii,,,false,United States,41.8428163744,-83.7819412595,obscured,,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13690366,2018-06-22,2018-06-23 01:27:56 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",44.0096382,-89.8073611,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13696192,2018-06-22,2018-06-22 15:46:47 UTC,Central Time (US & Canada),,,false,"1481 Henry Ln, Maplewood, MN 55119, USA",44.8966293335,-92.9997634888,,,false,gps,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13703260,2018-06-23,2018-06-23 15:53:49 UTC,Central Time (US & Canada),,The stem is fuzzy with a light brown color. The oval shaped items braching off from the stem look like fuzzy grren beans almost.  The top of these fuzzy green beans they have a line of brown on them.,false,"1762 Delaware Ave, St Paul, MN 55118, USA",44.8926961748,-93.1017922517,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13712562,2018-06-23,2018-06-23 20:06:40 UTC,Central Time (US & Canada),,,false,"Iowa, US",42.7870529451,-92.1801273744,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13726513,2018-06-23,2018-06-23 15:09:00 UTC,Central Time (US & Canada),,"",false,"Illinois, US",41.3461111425,-88.0172745406,obscured,open,true,"",wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13735465,2018-06-24,2018-06-24 13:56:09 UTC,Central Time (US & Canada),,,false,"Hassan Township, MN, USA",45.19163067,-93.63886581,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13750416,2018-06-22,2018-06-22 15:42:00 UTC,Central Time (US & Canada),,"",false,Fish Creek Bluff,44.89516,-93.0010366667,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13760442,2018-06-24,2018-06-25 00:36:18 UTC,Central Time (US & Canada),,,false,"54909, Almond, WI, US",44.3012716667,-89.26522,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13760653,2018-06-24,2018-06-25 01:04:09 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.9060254167,-89.85154645,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13761060,2018-06-24,2018-06-25 01:17:29 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.9060710333,-89.8501103667,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13786336,2018-06-23,2018-06-23 23:48:00 UTC,Bogota,,,false,"Winnebago County, IL, USA",42.4818923607,-89.2440202606,,open,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13813384,2017-05-28,2017-05-28 17:17:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.2509946134,-73.612158196,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13813446,2017-05-28,2017-05-28 17:19:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.2566482351,-73.703368646,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13813545,2017-05-28,2017-05-28 19:51:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.017899372,-73.63378064,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13815998,2018-06-19,2018-06-19 18:48:00 UTC,Eastern Time (US & Canada),,,false,"17076 293rd Ave NW, Zimmerman, MN 55398, USA",45.4942816,-93.6945518,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13827179,2018-06-24,2018-06-24 18:42:00 UTC,Central Time (US & Canada),,,false,"Wisconsin, US",43.7204228808,-89.363452218,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13834683,2018-05-31,2018-05-31 15:36:00 UTC,Central Time (US & Canada),,,false,"Illinois Beach SP, Lake County, IL, USA",42.42081,-87.80814,,open,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13838697,2018-06-25,2018-06-26 00:17:28 UTC,Central Time (US & Canada),,Lincoln High School prairie restoration,false,"Grand Rapids, WI 54494, USA",44.3729743958,-89.8017654419,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13843318,2018-06-26,2018-06-27 01:05:57 UTC,Central Time (US & Canada),,,false,"Wood County, US-WI, US",44.32679272,-90.15541117,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13861509,2018-06-23,2018-06-23 23:38:00 UTC,Hawaii,,,false,"Michigan, US",42.7152532029,-86.1751028165,obscured,,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13884426,2017-07-28,2017-07-28 22:08:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.1860578483,-73.7828984087,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13892773,2018-06-22,,UTC,,,false,"1487-1507 Henry Ln, Maplewood, MN 55119, USA",44.896679,-92.9984851,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13942964,2018-05-30,2018-05-30 17:00:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.1159128928,-73.7306159449,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13943134,2018-05-30,2018-05-31 00:21:00 UTC,Eastern Time (US & Canada),,,false,"New York, US",43.0519588765,-73.6336488055,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
13977176,2018-05-06,2018-05-06 19:58:01 UTC,Eastern Time (US & Canada),,,false,"Maryland, US",38.1097353278,-75.4892455705,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
13981233,2018-07-01,2018-07-01 20:24:24 UTC,Central Time (US & Canada),,,false,"Benton Township, IL, USA",42.4197235107,-87.8086090088,,open,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14028777,2018-07-03,2018-07-04 00:14:33 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.9202919333,-89.90130665,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14032534,2018-07-03,2018-07-03 18:01:00 UTC,Central Time (US & Canada),,"",false,"Legend Lake, WI, USA",44.9106799289,-88.5778871936,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
14036522,2018-07-04,2018-07-04 11:23:48 UTC,Eastern Time (US & Canada),,,false,"New York, US",42.6734080971,-73.9415517,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14074708,2018-06-06,2018-06-06 20:46:24 UTC,Central Time (US & Canada),,,false,"Jackson Park, Chicago, IL, US",41.7814166667,-87.5758283333,,open,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14087970,2018-05-21,2018-05-21 19:28:35 UTC,Eastern Time (US & Canada),,,false,"Isley Park, Oakland, MI, US",42.7915116667,-83.1122445,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14103753,2018-07-06,2018-07-06 15:11:32 UTC,Eastern Time (US & Canada),,,false,"Huron-Manistee National Forest, Branch, MI, US",43.8896056591,-85.9672913701,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
14122886,2018-06-25,2018-06-25 22:27:00 UTC,Central Time (US & Canada),,,false,"Madison, WI, USA",43.0392957078,-89.4231478759,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14138416,2018-03-22,2018-03-22 19:50:18 UTC,Central Time (US & Canada),,Sundial Lupine,false,"1 US-90, Holt, FL 32564, USA",30.7016658783,-86.7908325195,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14144345,2018-07-07,2018-07-07 19:56:00 UTC,Eastern Time (US & Canada),,Late bloom.  Ground is black as if burned this year.,false,"New York, US",42.7944711943,-73.9613016303,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14144397,2018-07-07,2018-07-07 20:04:18 UTC,Eastern Time (US & Canada),,Late bloom. ,false,"New York, US",42.6219767624,-73.9789911039,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14154220,2018-07-07,2018-07-08 00:38:58 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8806490167,-89.8328653833,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14155408,2018-07-07,2018-07-07 15:45:00 UTC,Eastern Time (US & Canada),,,false,"Ohio, US",41.5492800315,-83.8507670338,obscured,obscured,true,,,Lupinus perennis,sundial lupine,Plantae,81528
14256987,2018-07-10,2018-07-10 15:48:20 UTC,Eastern Time (US & Canada),,,false,"Erie County, US-PA, US",42.0072451268,-80.1872433361,obscured,obscured,true,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14263943,2018-07-10,2018-07-10 23:20:14 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8737818333,-89.8880215,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14281491,2018-07-11,2018-07-12 01:20:34 UTC,Central Time (US & Canada),,,false,"Waushara County, US-WI, US",44.0071712,-89.28247865,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14299873,2018-07-12,2018-07-12 19:29:17 UTC,Central Time (US & Canada),,??,false,"12000 Crego Rd, DeKalb, IL 60115, USA",41.81825979,-88.73421053,,open,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
14381622,2018-06-05,2018-06-05 13:03:24 UTC,Eastern Time (US & Canada),,,false,"Merrimack County, US-NH, US",43.304884702,-71.4584563339,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
14400005,2018-07-15,2018-07-15 17:28:09 UTC,Eastern Time (US & Canada),,,false,"Ohio, US",41.3233493097,-81.4652747625,obscured,obscured,true,,,Lupinus perennis,sundial lupine,Plantae,81528
14439565,2018-07-07,2018-07-07 15:42:23 UTC,Eastern Time (US & Canada),,,false,"Ohio, US",41.4667664654,-83.8326516061,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14448150,2018-07-17,2018-07-17 16:53:15 UTC,Eastern Time (US & Canada),,,false,"New York, US",42.4830989225,-76.4462582278,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
14465205,2018-07-17,2018-07-18 00:43:21 UTC,Central Time (US & Canada),,,false,"1719 County Road F, Friendship, WI, US",43.9211998333,-89.9011268333,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14621710,2018-07-22,2018-07-22 18:58:55 UTC,Central Time (US & Canada),,,false,"Green Lake County, US-WI, US",43.9689503333,-89.1520974667,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14705315,2018-07-24,,UTC,,,false,"New York, US",42.8872629967,-74.0906721957,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14716192,2018-07-25,2018-07-25 13:33:58 UTC,Central Time (US & Canada),,,false,"Eglin AFB, Milton, FL 32583, USA",30.5286006927,-86.9634170532,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14809185,2018-07-27,2018-07-27 23:46:26 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8937031667,-89.902529,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14809261,2018-07-27,2018-07-27 23:54:07 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8954008333,-89.9016623333,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14877727,2018-07-14,2018-07-14 19:20:00 UTC,Central Time (US & Canada),,,false,"Green Lake County, WI, USA",43.969484,-89.151974,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14899257,2018-07-29,2018-07-29 16:33:45 UTC,Central Time (US & Canada),,,false,"Marquette County, US-WI, US",43.6917261667,-89.3905396667,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
14972182,2018-07-30,2018-07-31 00:29:15 UTC,Central Time (US & Canada),,,false,"2400 Co Rd 4, Carlton, MN 55718, USA",46.5765347,-92.5483655,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15061039,2018-07-28,2018-07-28 21:03:12 UTC,Central Time (US & Canada),,Plover River Trails,false,"Wisconsin, US",44.5919876622,-89.5864641036,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15061118,2018-07-28,2018-07-28 18:46:50 UTC,Central Time (US & Canada),,Greenwood middle.  Black locust is aggressively reinvading the site,false,"Wisconsin, US",44.1985085528,-89.4985248132,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15061376,2018-07-28,2018-07-28 18:46:50 UTC,Central Time (US & Canada),,Greenwood 2 East ,false,"Wisconsin, US",44.1849572555,-89.4815381563,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15061459,2018-07-29,2018-07-29 18:47:01 UTC,Central Time (US & Canada),,Little Plover River,false,"Portage County, US-WI, US",44.5032258688,-89.4045497761,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15131063,2018-08-04,2018-08-04 10:22:21 UTC,Africa/Johannesburg,,,false,"4363, Brusand, Rogaland fylke, NO",58.5376312165,5.7245030813,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
15132131,2018-08-05,2018-08-05 12:40:06 UTC,Central Time (US & Canada),,,false,"53536, Evansville, WI, US",42.7928348026,-89.2374186405,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15151290,2018-07-28,2018-07-28 16:10:00 UTC,Central Time (US & Canada),,,false,"Eagle, WI 53119, USA",42.872411,-88.480598,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15298205,2018-08-07,2018-08-07 16:40:17 UTC,Central Time (US & Canada),,,false,"Northern Highland American Legion State Forest, Manitowish Waters, WI, US",46.1475426006,-89.895035103,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15352781,2018-08-12,2018-08-12 12:45:48 UTC,Central Time (US & Canada),,,false,"102 E Crex Ave, Grantsburg, WI, US",45.7957216667,-92.6811,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15358669,2018-08-12,2018-08-12 18:54:00 UTC,Bogota,,Greenwood Middle 3rd visit. 3x13,false,"Wisconsin, US",44.1074457443,-89.4138146061,obscured,,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15415646,2018-07-30,2018-07-30 16:36:00 UTC,Central Time (US & Canada),,,false,"Jackson County, WI, USA",44.300494,-90.750581,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15481108,2014-05-22,2014-05-22 19:59:25 UTC,Eastern Time (US & Canada),,,false,"Huron-Manistee National Forest, Twin Lake, MI, US",43.3092916667,-86.1194833333,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
15598210,2018-08-17,2018-08-17 14:59:46 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8926079667,-89.9082505333,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15600354,2018-05-28,,UTC,,,false,"New York, US",42.6774219944,-73.9359111731,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15668722,2018-08-12,2018-08-12 22:30:37 UTC,Central Time (US & Canada),,,false,"438 WI-54, Plover, WI 54467, USA",44.4471473694,-89.6025772095,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15711879,2018-08-12,2018-08-12 22:43:27 UTC,Central Time (US & Canada),,,false,"297 WI-54, Plover, WI 54467, USA",44.4503288269,-89.5884780884,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
15786476,2018-08-21,2018-08-21 20:03:41 UTC,Central Time (US & Canada),,,false,"Prairie's Edge Wildlife Dr, Big Lake, MN 55309, USA",45.46116992,-93.71754806,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16140297,2018-06-18,2018-06-18 20:07:35 UTC,Central Time (US & Canada),,,false,"Bridgewater Township, MN, USA",44.4651289999,-93.1963029876,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16162498,2018-09-02,2018-09-02 15:21:00 UTC,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.2100547724,-83.1899912524,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16239184,2018-09-05,2018-09-05 19:34:31 UTC,Eastern Time (US & Canada),,"One plant blooming, with seed pods beginning to form below.  Late for this species - may be second bloom of year?",false,"New York, US",42.7686170945,-73.9681339555,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16251217,2018-09-05,2018-09-05 23:17:49 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8655172833,-89.8441354167,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16251370,2018-09-05,2018-09-05 23:28:14 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.8850861833,-89.8424615333,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16373759,2018-09-03,,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.7131228622,-80.5198024561,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16373871,2018-09-03,,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.7113147394,-80.4734145245,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16373942,2018-09-03,,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.7343549769,-80.520220872,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16435998,2018-09-11,2018-09-11 23:05:22 UTC,Central Time (US & Canada),,,false,"W7523 Council Bay Rd, Holmen, WI, US",44.0533076646,-91.2861954142,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16688710,2018-09-13,2018-09-13 17:57:00 UTC,Central Time (US & Canada),,,false,"Schoenberg Marsh Columbia County, WI, USA",43.3459042752,-89.3039303319,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16707656,2017-06-01,2017-06-01 19:49:00 UTC,Hawaii,,,false,"Jackson County, WI, USA",44.2958136823,-90.7513400739,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
16707979,2017-05-31,2017-06-01 01:05:00 UTC,Hawaii,,,false,"Juneau County, WI, USA",44.059312338,-90.1876850672,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17006661,2018-09-28,2018-09-28 18:40:48 UTC,Eastern Time (US & Canada),,next to dotted horse mint. ,false,"New York, US",42.625915224,-73.8337570105,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17086493,2018-09-30,2018-09-30 23:36:20 UTC,Central Time (US & Canada),,,false,"803 E College Ave, Appleton, WI, US",44.2609898514,-88.3943348006,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17119942,2018-10-01,2018-10-01 17:40:13 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",42.6751450778,-80.5088915102,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
17130722,2018-05-21,2018-05-21 23:34:04 UTC,Central Time (US & Canada),,,false,"3481 N 400 W, Morocco, IN, US",41.0494695,-87.460595,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17132594,2018-09-26,2018-09-26 23:33:00 UTC,Central Time (US & Canada),,,false,"Northumberland, CA-ON, CA",44.1799702716,-78.0097299249,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17270038,2018-10-05,2018-10-05 22:20:44 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",43.9201297333,-89.8998486667,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17270730,2018-10-06,2018-10-06 21:20:13 UTC,Central Time (US & Canada),,,false,"Adams County, US-WI, US",44.0066784333,-89.8090780667,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17362826,2018-10-08,,Eastern Time (US & Canada),,,false,"Ontario, CA",42.76571627,-80.459600522,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17365295,2018-10-08,,Eastern Time (US & Canada),,,false,"Ontario, CA",42.7198990943,-80.569682852,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17479503,2018-10-13,2018-10-13 14:33:00 UTC,Eastern Time (US & Canada),,Planted at this site.,false,"Haldimand-Norfolk, CA-ON, CA",42.6847911488,-80.4460759293,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17498464,2018-10-14,2018-10-14 15:21:45 UTC,Central Time (US & Canada),,,false,"East Bethel, MN 55005, USA",45.40373782,-93.1896336,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
17513921,2018-10-13,2018-10-13 15:34:00 UTC,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.6115372858,-80.4257087253,obscured,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18010512,2018-06-16,2018-06-16 18:41:00 UTC,Hawaii,,,false,"Ontario, CA",42.7383135228,-80.5468025135,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18012890,2018-03-28,2018-03-28 16:17:00 UTC,Atlantic Time (Canada),,,false,"Ridgeview High School, 466 Madison Ave, Orange Park, FL 32065, USA",30.1345327,-81.7920921,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18012891,2018-03-28,2018-03-28 16:17:00 UTC,Atlantic Time (Canada),,,false,"Ridgeview High School, 466 Madison Ave, Orange Park, FL 32065, USA",30.1345327,-81.7920921,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18219960,2018-11-07,,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.7485581787,-80.413804924,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18223609,2018-11-07,,Eastern Time (US & Canada),,"",false,"Ontario, CA",42.638775786,-80.5268239588,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18306236,2002-06-03,2002-06-03 18:21:00 UTC,Eastern Time (US & Canada),,Wild lupine,false,"New York, US",43.2733673014,-77.5500605275,,obscured,true,manual,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18370289,2018-11-12,,Eastern Time (US & Canada),,,false,"Ontario, CA",42.7998080854,-80.5121282427,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18567804,2018-04-13,2018-04-13 17:26:46 UTC,Eastern Time (US & Canada),,,false,"8765–8911 State Road 20 W, Clarksville, FL, US",30.4336283333,-85.2603083333,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18654854,2018-11-25,,Eastern Time (US & Canada),,,false,"Ontario, CA",42.7682367688,-80.5231307659,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18679101,2018-11-25,2018-11-25 17:36:00 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",42.6801151408,-80.5038280791,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
18861511,2016-06-07,2016-06-07 05:41:00 UTC,Central Time (US & Canada),,Planted in June 2015 as part of my prairie seed test plots.,false,"Marquette County, WI, USA",43.7917745207,-89.5600361806,,,false,,Wild Lupine,Lupinus perennis,sundial lupine,Plantae,81528
18894011,2018-05-19,2018-05-19 21:09:00 UTC,Eastern Time (US & Canada),,,false,"Putnam County, IL, USA",41.2153798525,-89.3231448751,,open,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18894247,2018-05-19,2018-05-19 21:08:00 UTC,Eastern Time (US & Canada),,,false,"Putnam County, IL, USA",41.2152668766,-89.3234667573,,open,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
18919025,2018-05-31,2018-05-31 15:30:00 UTC,Eastern Time (US & Canada),,,false,"Massachusetts, US",42.2962737115,-72.3298135037,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
19452347,2018-06-05,2018-06-06 00:38:00 UTC,Eastern Time (US & Canada),,,false,United States,41.6917344573,-85.4588826621,obscured,,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
19468847,2017-05-18,2017-05-18 16:52:43 UTC,Eastern Time (US & Canada),,,false,"Fort McCoy, Sparta, WI, US",43.9908466667,-90.68183,,,false,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19475125,2016-05-22,2016-05-22 14:39:00 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",42.6697911458,-80.4217284692,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19559650,2015-05-21,2015-05-21 11:22:00 UTC,Eastern Time (US & Canada),,A section of the field containing app. 650 flowering size plants as of 2015.,false,"Massachusetts, US",42.3245295302,-72.3566621393,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
19605056,2019-01-10,2019-01-10 18:18:09 UTC,Eastern Time (US & Canada),,,false,"Unnamed Road, Tallahassee, FL 32305, USA",30.3510875702,-84.2831344604,,,false,gps,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19614440,2017-05-31,2017-05-31 16:38:00 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",43.3015278823,-81.8118480333,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19614455,2017-05-31,2017-05-31 16:41:00 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",43.2521341492,-81.9119142247,,obscured,true,,wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19815872,2017-08-01,2017-08-01 19:50:00 UTC,Central Time (US & Canada),,"",false,"Newton County, IN, USA",41.1066190764,-87.4391419956,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
19891147,2008-06-11,2008-06-11 22:10:00 UTC,Central Time (US & Canada),,Tallgrass prairie: on sandy areas. ,false,"21699 County Rd 77, Wabasha, MN 55981, USA",44.3977916,-92.1011478,,,false,"",wild lupine,Lupinus perennis,sundial lupine,Plantae,81528
19977933,2015-05-24,2015-05-24 14:38:00 UTC,Eastern Time (US & Canada),,,false,"Ontario, CA",43.3581683082,-81.8603656909,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
20126802,2017-06-08,2017-06-08 15:44:00 UTC,Eastern Time (US & Canada),,,false,"Northumberland, CA-ON, CA",44.1800958328,-78.0614157768,,obscured,true,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
20279688,2018-06-01,2018-06-01 13:27:00 UTC,Eastern Time (US & Canada),,,false,"Coon Rapids, MN, USA",45.2106653916,-93.296956991,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
20279690,2018-06-08,2018-06-08 15:26:00 UTC,Eastern Time (US & Canada),,,false,"3361 MN-95, Cambridge, MN 55008, USA",45.5894233,-93.3523304,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
20284334,2018-06-08,2018-06-08 15:16:00 UTC,Eastern Time (US & Canada),,,false,"3361 MN-95, Cambridge, MN 55008, USA",45.5894233,-93.3523304,,,false,,sundial lupine,Lupinus perennis,sundial lupine,Plantae,81528
